order_id,order_date,category,product_name,quantity,unit_price,total_sales,region
883,2023-08-05,Clothing,Jeans,9,267.94,2411.46,South
884,2023-02-13,Home & Garden,Chair,6,136.08,816.48,North
885,2023-05-02,Books,Novel,3,447.95,1343.85,West
886,2023-04-13,Home & Garden,Chair,8,14.32,114.56,East
887,2023-03-08,Electronics,Laptop,3,129.18,387.54,West
888,2023-08-12,Sports,Tennis Racket,9,25.49,229.41,West
889,2023-12-04,Books,Novel,10,483.94,4839.4,East
890,2023-04-14,Books,Comic,1,14.8,14.8,West
891,2023-12-19,Books,Novel,7,154.76,1083.32,South
892,2023-01-03,Clothing,Sneakers,9,152.95,1376.55,North
893,2023-02-22,Home & Garden,Lamp,4,248.81,995.24,East
894,2023-07-27,Electronics,Headphones,6,403.54,2421.24,West
895,2023-10-28,Clothing,T-Shirt,8,444.74,3557.92,West
896,2023-09-25,Electronics,Laptop,3,229.79,689.37,South
897,2023-08-25,Electronics,Headphones,9,415.42,3738.78,South
898,2023-02-25,Books,Comic,2,175.52,351.04,South
899,2023-02-18,Sports,Tennis Racket,10,363.7,3637.0,South
900,2023-07-29,Sports,Yoga Mat,2,121.96,243.92,North
901,2023-07-29,Sports,Dumbbells,6,413.17,2479.02,East
902,2023-10-07,Home & Garden,Blender,3,306.85,920.55,South
903,2023-03-27,Home & Garden,Desk,4,303.43,1213.72,South
904,2023-01-09,Books,Comic,3,184.66,553.98,North
905,2023-12-04,Home & Garden,Desk,2,376.08,752.16,East
906,2023-06-18,Electronics,Headphones,6,169.86,1019.16,South
907,2023-01-15,Electronics,Smartphone,6,435.56,2613.36,East
908,2023-06-30,Clothing,Jacket,10,408.81,4088.1,North
909,2023-12-17,Home & Garden,Chair,7,114.07,798.49,East
910,2023-01-05,Sports,Bike,8,139.8,1118.4,West
911,2023-03-06,Clothing,T-Shirt,2,77.51,155.02,South
912,2023-10-12,Clothing,Jeans,10,407.5,4075.0,South
913,2023-12-22,Electronics,Headphones,3,489.86,1469.58,West
914,2023-06-05,Clothing,Sneakers,5,344.3,1721.5,East
915,2023-04-27,Home & Garden,Desk,1,109.09,109.09,West
916,2023-09-01,Electronics,Headphones,2,43.14,86.28,South
917,2023-12-13,Home & Garden,Lamp,7,70.14,490.98,South
918,2023-12-11,Home & Garden,Desk,5,50.83,254.15,South
919,2023-12-26,Books,Biography,1,58.65,58.65,West
920,2023-08-31,Books,Biography,7,432.09,3024.63,East
921,2023-02-19,Sports,Tennis Racket,4,333.45,1333.8,North
922,2023-08-23,Clothing,Jeans,7,341.84,2392.88,East
923,2023-11-13,Sports,Tennis Racket,7,133.04,931.28,West
924,2023-02-15,Books,Comic,3,297.94,893.82,South
925,2023-04-22,Home & Garden,Desk,4,374.5,1498.0,North
926,2023-10-26,Home & Garden,Lamp,10,167.95,1679.5,East
927,2023-08-15,Home & Garden,Lamp,1,343.89,343.89,South
928,2023-01-14,Sports,Yoga Mat,4,166.47,665.88,South
929,2023-11-08,Home & Garden,Lamp,9,89.54,805.86,West
930,2023-11-17,Clothing,Jeans,6,80.29,481.74,South
931,2023-05-14,Clothing,T-Shirt,8,148.88,1191.04,North
932,2023-09-21,Home & Garden,Blender,7,149.11,1043.77,North
933,2023-02-14,Books,Biography,8,204.06,1632.48,North
934,2023-05-01,Clothing,Jeans,3,391.49,1174.47,West
935,2023-10-09,Sports,Bike,8,76.39,611.12,North
936,2023-04-24,Books,Novel,5,68.5,342.5,North
937,2023-09-07,Home & Garden,Desk,5,75.98,379.9,East
938,2023-02-11,Electronics,Headphones,7,488.29,3418.03,East
939,2023-03-14,Home & Garden,Chair,10,296.43,2964.3,East
940,2023-07-07,Sports,Bike,1,448.64,448.64,West
941,2023-09-19,Books,Biography,7,89.68,627.76,North
942,2023-04-15,Electronics,Laptop,8,209.12,1672.96,West
943,2023-03-05,Books,Novel,8,462.27,3698.16,South
944,2023-06-01,Clothing,T-Shirt,2,205.32,410.64,North
945,2023-07-16,Clothing,Jacket,10,446.23,4462.3,West
946,2023-07-24,Books,Comic,1,86.07,86.07,South
947,2023-01-14,Electronics,Monitor,5,186.71,933.55,South
948,2023-11-08,Clothing,Sneakers,10,152.01,1520.1,West
949,2023-11-28,Home & Garden,Desk,8,445.86,3566.88,West
950,2023-11-05,Clothing,T-Shirt,1,379.34,379.34,South
951,2023-05-31,Clothing,Jacket,7,188.75,1321.25,West
952,2023-09-25,Clothing,Jeans,10,480.58,4805.8,South
953,2023-08-27,Home & Garden,Chair,3,294.26,882.78,East
954,2023-05-25,Sports,Yoga Mat,7,188.75,1321.25,East
955,2023-01-19,Sports,Dumbbells,8,385.25,3082.0,West
956,2023-04-17,Home & Garden,Lamp,10,489.11,4891.1,East
957,2023-10-04,Books,Novel,3,206.12,618.36,South
958,2023-05-23,Sports,Bike,4,195.93,783.72,East
959,2023-04-24,Clothing,T-Shirt,5,327.08,1635.4,North
960,2023-03-16,Clothing,T-Shirt,3,34.74,104.22,South
961,2023-01-01,Books,Biography,6,52.65,315.9,West
962,2023-11-30,Home & Garden,Desk,7,470.09,3290.63,East
963,2023-11-23,Home & Garden,Chair,3,478.06,1434.18,North
964,2023-11-16,Books,Biography,4,376.71,1506.84,South
965,2023-11-30,Books,Novel,5,131.14,655.7,East
966,2023-07-15,Sports,Tennis Racket,9,272.23,2450.07,South
967,2023-04-22,Home & Garden,Lamp,3,455.8,1367.4,North
968,2023-12-31,Clothing,Sneakers,4,34.21,136.84,North
969,2023-09-10,Electronics,Monitor,1,133.46,133.46,South
970,2023-05-28,Books,Novel,6,333.28,1999.68,West
971,2023-08-17,Electronics,Laptop,5,79.44,397.2,North
972,2023-07-25,Books,Comic,10,355.83,3558.3,West
973,2023-07-13,Books,Textbook,2,321.92,643.84,South
974,2023-05-31,Books,Textbook,1,470.88,470.88,North
975,2023-04-14,Sports,Dumbbells,8,264.82,2118.56,North
976,2023-07-27,Sports,Dumbbells,2,23.41,46.82,South
977,2023-10-12,Electronics,Smartphone,10,443.28,4432.8,East
978,2023-08-31,Home & Garden,Lamp,9,475.84,4282.56,East
979,2023-04-06,Electronics,Monitor,10,97.99,979.9,East
980,2023-04-06,Electronics,Laptop,7,380.43,2663.01,South
981,2023-08-07,Clothing,Sneakers,1,163.84,163.84,West
982,2023-12-05,Home & Garden,Lamp,7,329.14,2303.98,East
983,2023-04-01,Sports,Yoga Mat,4,156.81,627.24,West
984,2023-04-13,Books,Comic,2,396.69,793.38,West
985,2023-09-19,Books,Biography,2,322.65,645.3,South
986,2023-02-12,Clothing,Jacket,8,58.99,471.92,East
987,2023-12-09,Books,Biography,1,103.07,103.07,South
988,2023-04-03,Clothing,Jacket,3,233.17,699.51,East
989,2023-02-04,Home & Garden,Chair,7,437.84,3064.88,West
990,2023-01-13,Books,Comic,10,221.34,2213.4,East
991,2023-05-11,Sports,Yoga Mat,9,428.68,3858.12,East
992,2023-09-07,Clothing,Jeans,1,211.53,211.53,East
993,2023-02-18,Sports,Bike,1,145.33,145.33,North
994,2023-10-23,Clothing,Jacket,4,48.61,194.44,East
995,2023-11-21,Sports,Dumbbells,9,124.48,1120.32,South
996,2023-03-25,Clothing,Jeans,8,379.19,3033.52,East
997,2023-02-10,Home & Garden,Blender,10,12.37,123.7,North
998,2023-06-01,Electronics,Laptop,8,413.81,3310.48,East
999,2023-02-16,Sports,Yoga Mat,5,26.27,131.35,North
1000,2023-07-14,Clothing,Sneakers,1,407.29,407.29,North
